Date,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,남성_상주인구_수,여성_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,운영_영업_개월_평균,폐업_영업_개월_평균,집객시설_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,남성_매출_금액,여성_매출_금액,주중_매출_건수,주말_매출_건수,점포수,임대료_전체,공실률
2018_1,162377,83613,78764,676,710,620,26,594,190,110,80,98,44,6,4952727810,133419,3583593409,1369134401,2181657669,2291332914,96409,37010,92,78516,7.7
2018_1,113384,56655,56727,1487,1485,1139,77,1062,105,42,63,91,53,13,6285980776,262756,4641028236,1644952540,2412448535,3368284609,189599,73157,118,78516,7.7
2018_1,205201,109711,95489,1371,1339,984,233,751,537,358,179,97,44,12,3234021880,163958,2475838585,758183295,1579849543,1460995300,122330,41628,137,78516,7.7
2018_1,260511,131792,128719,1829,1853,1565,34,1531,231,71,160,95,44,5,4765310823,220371,3433916039,1331394784,2376701926,2129816682,153344,67027,155,78516,7.7
2018_1,232779,112953,119827,2803,2820,2776,177,2599,303,146,157,105,43,12,4717688408,400873,3198293455,1519394953,2632633227,1860944326,276287,124586,137,84474,8.4
2018_1,204631,108044,96587,1184,1017,1321,161,1160,4,2,2,114,48,42,3878605639,259894,2377511704,1501093935,2575782084,1093729027,167497,92397,114,84474,8.4
2018_1,76986,38571,38417,1545,1534,1260,48,1212,48,23,25,92,47,4,2080456086,123968,1679572534,400883552,1015114834,712750554,92086,31882,63,84474,8.4
2018_1,589327,304382,284944,935,897,1020,100,920,48,25,23,99,50,36,15603131815,907450,10503469841,5099661974,9312548850,5274838579,614938,292512,208,84474,8.4
2018_1,266577,145206,121369,1470,1505,1760,346,1414,100,57,43,89,46,12,5824629200,266921,3965264782,1859364418,3470603406,1620540779,182493,84428,133,84474,8.4
2018_1,168978,82914,86065,1588,1687,1487,180,1307,386,171,215,78,45,9,4339951773,300349,3269190826,1070760947,1908928422,2222339570,216783,83566,94,84474,8.4
2018_1,93968,45020,48947,529,550,452,0,452,2,2,0,133,54,15,7008260202,328857,5225322272,1782937930,2727867054,4117345553,252582,76275,143,84474,8.4
2018_1,30575,14556,16017,1639,1619,1413,138,1275,120,52,68,107,48,4,1300932377,61509,967746069,333186308,602155308,679866544,44609,16900,37,84474,8.4
2018_1,121266,57339,63925,1565,1658,1404,108,1296,24,10,14,96,47,9,2159030716,151026,1625219462,533811254,1174404417,902654519,108604,42422,83,84474,8.4
2018_1,264527,137220,127311,1683,1733,1453,69,1384,503,316,187,95,46,14,5744539267,328772,4178883340,1565655927,3030184278,2197860764,235800,92972,135,84474,8.4
2018_1,144743,69932,74808,2060,2178,1714,83,1631,40,15,25,84,43,12,1229909115,92949,939566783,290342332,695590099,517042157,65404,27545,49,69749,8.4
2018_1,117083,52318,64766,1676,1771,1331,47,1284,9,7,2,85,47,5,1729759796,86276,1370941395,358818401,741372490,916177530,62062,24214,74,69749,8.4
2018_1,118207,57789,60422,1153,1203,1039,100,939,396,235,161,104,43,6,1594221003,77059,1314877609,279343394,596790299,333518501,55646,21413,37,69749,8.4
2018_1,352613,183180,169431,1444,1465,1273,105,1168,303,182,121,104,46,10,1850290582,74983,1431004554,419286028,812397198,552223476,53632,21351,85,69749,8.4
2018_1,210223,97199,113026,1860,1987,1763,37,1726,173,99,74,88,49,2,1278966653,83465,939348992,339617661,630577006,532006657,59542,23923,78,96252,8.4
2018_1,228241,110518,117722,1352,1431,1148,157,991,539,349,190,82,44,4,4290038915,367144,3043983155,1246055760,2305835030,1665745945,254483,112661,99,96252,8.4
2018_1,155307,74772,80535,494,515,391,136,255,141,59,82,77,48,13,10866669489,450305,8151723962,2714945527,4616759400,5748010601,331114,119191,217,96252,8.4
2018_1,73709,37230,36480,717,817,663,50,613,10,3,7,101,46,22,11445233066,377338,9521938432,1923294634,3275124503,4160627237,293461,83877,155,94362,8.4
2018_1,95569,47230,48337,974,1070,913,0,913,216,88,128,104,50,16,13330071130,681209,9542070545,3788000585,5508887160,7065035351,474654,206555,271,94362,8.4
2018_1,157836,79347,78489,1028,1035,1057,14,1043,554,298,256,92,46,12,9885745595,430689,6493348293,3392397302,4717837593,4389269787,301059,129630,180,94362,8.4
2018_1,77604,38441,39162,1874,1890,1555,96,1459,60,18,42,99,52,12,949189694,95235,707775512,241414182,532346776,370809125,67582,27653,44,94362,8.4
2018_1,61604,30196,31407,1956,2006,1700,27,1673,195,103,92,67,45,12,3289846043,182211,2591355699,698490344,1603525920,1151701218,134321,47890,48,94362,8.4
2018_1,204169,95021,109146,2179,2338,1823,28,1795,149,59,90,101,46,13,5241769072,346773,4068273139,1173495933,2322449205,2760720507,255029,91744,122,93285,8.4
2018_1,181998,94738,87257,1287,1232,1528,23,1505,45,22,23,113,54,34,6427549610,351014,4312509359,2115040251,3547828571,2266501957,235898,115116,146,93285,8.4
2018_1,137276,60298,76976,2451,2500,2014,39,1975,177,37,140,107,54,10,1126415784,94021,874704780,251711004,535214719,546090663,66691,27330,52,93285,8.4
2018_1,705064,385539,319525,1397,1443,1691,112,1579,3403,2241,1162,84,44,53,31998209323,1529657,22304801525,9693407798,17775336378,10687479992,1063613,466044,564,93357,8.4
2018_1,476948,254320,222630,1596,1590,1521,52,1469,804,678,126,90,45,17,8399976618,358130,6305539513,2094437105,4003237372,3721996136,257246,100884,178,93357,8.4
2018_1,364978,190672,174305,1133,1200,885,424,461,478,198,280,77,52,4,7463607506,449093,5726865548,1736741958,3174695732,3646613815,329224,119869,90,93357,8.4
2018_1,164375,81123,83254,1447,1580,1369,30,1339,778,273,505,86,43,8,3734694528,216976,2796414997,938279531,1798976751,1760896321,158719,58257,99,96460,8.4
2018_1,179418,86411,93011,3349,3557,2897,109,2788,28,12,16,87,46,20,5294867536,401503,3762540033,1532327503,2754430485,2368189511,285476,116027,159,96460,8.4
2018_1,357975,173300,184674,475,625,525,73,452,43,28,15,96,53,34,20034003714,1243499,15199142447,4834861267,7792837969,11644779800,932786,310713,259,96460,8.4
2018_1,686914,358575,328337,1655,1695,1503,201,1302,150,80,70,87,44,17,6193372474,277310,4662289122,1531083352,2675005498,2791127130,201816,75494,140,96460,8.4
2018_1,222609,102581,120028,1934,2068,1891,23,1868,1174,448,726,96,48,14,6005984329,325160,4528787920,1477196409,2619876318,2808195425,232888,92272,224,108477,8.4
2018_1,314051,152464,161587,2774,3067,2027,674,1353,315,176,139,82,51,16,4569314632,206118,3432662961,1136651671,2216756710,2085762336,143537,62581,110,108477,8.4
2018_1,144372,77022,67351,216,228,194,0,194,271,143,128,90,50,7,3873312893,76654,2885352976,987959917,1555096486,1245490317,56379,20275,54,108477,8.4
2018_1,35733,18524,17208,538,576,417,19,398,9,5,4,86,47,5,2989576847,135140,2378384170,611192677,1303130929,1261730514,101899,33241,91,108477,8.4
2018_1,165690,83712,81976,1847,1802,1605,65,1540,149,65,84,104,55,11,2487010752,183264,1730016138,756994614,1480282324,827248811,131147,52117,74,104114,8
2018_1,380615,200964,179651,1760,1885,2444,34,2410,1539,779,760,106,58,70,32386919163,2186265,23609307241,8777611922,16052853393,14188037329,1563626,622639,374,104114,8
2018_1,238474,120462,118010,1129,1086,1084,0,1084,210,97,113,103,49,18,7822955792,464367,5653662086,2169293706,3792445883,3385340687,334268,130099,195,93105,8
2018_1,285959,156252,129703,1535,1547,1534,0,1534,497,184,313,115,43,12,3938772304,179271,2826745323,1112026981,1718153617,1162478911,127763,51508,80,90503,14.8
2018_1,152500,81901,70599,878,780,937,23,914,2,2,0,101,53,3,1146087877,58326,997295087,148792790,681613420,335566404,45385,12941,19,90503,14.8
2018_1,296662,163420,133240,1394,1340,1478,75,1403,333,176,157,95,54,14,6007915151,396810,4514135355,1493779796,2807089976,2629569409,283252,113558,92,90503,14.8
2018_1,970529,538450,432080,469,192,574,0,574,1207,649,558,117,59,66,30142465215,1080244,19149807458,10992657757,17221004040,10251250266,682972,397272,530,111570,14.8
2018_1,201478,112977,88499,1450,980,1791,38,1753,1675,1079,596,148,57,19,5211124768,332103,4339520295,871604473,2591378261,1395635269,264276,67827,168,111570,14.8
2018_1,342648,195928,146718,872,527,1068,0,1068,334,256,78,145,56,26,7400236616,370209,6029584983,1370651633,3563600060,2459366742,293445,76764,177,111570,14.8
2018_1,1899005,887343,1011665,1339,897,1621,397,1224,3892,1947,1945,103,55,132,1.46E+11,6644355,92525929925,53647324411,56733605367,81283120480,4279119,2365236,2037,111570,14.8
2018_1,697083,328296,368788,240,166,327,0,327,871,511,360,123,49,18,4866194957,266243,3822745801,1043449156,2305198096,1642948662,209297,56946,94,111570,14.8
2018_1,136985,75626,61359,683,503,792,0,792,89,56,33,119,48,23,8974436405,297978,6774537999,2199898406,4180281214,2449701928,216881,81097,157,111570,14.8
2018_1,100016,50247,49769,1356,1514,1489,26,1463,268,149,119,75,44,3,1418045206,144872,1058007379,360037827,800700847,587107505,100477,44395,60,98854,0.2
2018_1,408718,215788,192928,1589,1697,1901,65,1836,1712,644,1068,91,50,24,11531788364,744644,8533646036,2998142328,5680926268,4937158531,542116,202528,255,98854,0.2
2018_1,404680,215520,189159,430,508,608,0,608,471,238,233,98,50,30,25481385310,1084079,18894614129,6586771181,12778775887,9969291900,793997,290082,320,98854,0.2
2018_1,77219,38574,38647,1244,1383,1323,0,1323,194,144,50,115,49,1,1025527052,111162,720267815,305259237,612197208,379086655,77123,34039,42,98854,0.2
2018_1,471911,236979,234931,496,543,615,0,615,314,211,103,79,44,10,4189247679,128491,3103015315,1086232364,1686158281,1979292067,97968,30523,133,98854,0.2
2018_1,237328,117471,119858,1114,1288,1396,0,1396,1411,718,693,105,46,18,8878887828,402753,6784446535,2094441293,4036675691,3817104706,284915,117838,99,98854,0.2
2018_1,125822,63306,62517,1431,1578,1730,94,1636,573,372,201,88,47,13,2955472559,145965,1933286603,1022185956,1889500464,846700273,98002,47963,42,106258,0.2
2018_1,148294,73980,74311,934,1037,934,199,735,225,80,145,91,50,3,4029056518,236763,2954455953,1074600565,1750619162,1937614027,165824,70939,68,106258,0.2
2018_1,519059,275651,243410,709,858,962,29,933,400,253,147,115,55,16,7635524570,604864,5657922644,1977601926,3885461140,2965410871,441620,163244,82,106258,0.2
2018_1,165636,85442,80194,825,742,1017,0,1017,32,17,15,81,47,25,22854784325,1894054,15317977360,7536806965,9761575275,12768566442,1295474,598580,317,125436,3.7
2018_1,126931,66075,60859,1320,1198,1400,0,1400,74,36,38,156,58,8,2989745558,174537,2228736362,761009196,1563120936,1263444619,126245,48292,57,125436,3.7
2018_1,864490,465113,399378,230,269,401,0,401,1869,899,970,102,56,21,43641088771,2561817,27635538832,16005549939,22262880480,20707955049,1663344,898473,491,125436,3.7
2018_1,453899,239785,214115,224,175,242,0,242,315,116,199,104,54,10,9907574737,555243,6987745451,2919829286,4447409448,4650744913,386067,169176,204,107686,3.7
2018_1,273082,134302,138780,1377,1383,1626,0,1626,27,19,8,94,49,19,4845231200,419776,3507351599,1337879601,2623840594,1950094905,300665,119111,154,107686,3.7
2018_1,189214,98267,90949,863,921,629,502,127,534,370,164,108,50,10,3513140151,158130,2629509024,883631127,1483330518,1525921539,118890,39240,40,93475,7.8
2018_1,988430,564251,424178,709,815,854,262,592,3448,2191,1257,91,50,71,32182255638,1800066,26121087880,6061167758,14646280381,11982360817,1421752,378314,403,93475,7.8
2018_1,363596,184601,178993,220,233,268,0,268,1460,790,670,89,50,29,10732819642,543801,8860326900,1872492742,4608560068,3745765774,452813,90988,143,93475,7.8
2018_1,184709,108746,75963,626,675,512,0,512,548,399,149,126,54,26,45500563759,1003362,35973604880,9526958879,21660778061,10594060291,809587,193775,506,93475,7.8
2018_1,155192,90868,64325,700,773,695,63,632,13231,5774,7457,107,46,7,5730472412,298931,4885619528,844852884,2614907660,1866572563,258862,40069,106,93475,7.8
2018_1,236646,123171,113473,1327,1404,1129,140,989,7043,5231,1812,111,45,14,5832717117,294042,4799481052,1033236065,2239600594,1923911576,248542,45500,83,93475,7.8
2018_1,279946,153684,126262,522,576,535,59,476,1806,1055,751,101,46,10,4801483357,214900,3798998315,1002485042,1984340687,1876497324,168205,46695,87,93475,7.8
2018_1,1194760,626089,568669,626,742,709,83,626,133206,97624,35582,84,45,87,54900869059,2655574,45909723870,8991145189,22665763812,22443166390,2265643,389931,607,139457,7.8
2018_1,335943,182676,153266,599,784,987,31,956,7522,4955,2567,93,46,32,21294097975,1135332,18069920167,3224177808,9257978592,7190071630,922888,212444,452,139457,7.8
2018_1,683571,388648,294922,934,1006,978,79,899,3664,2387,1277,94,47,43,24859119219,1171047,20468438492,4390680727,10078458082,7343999858,970127,200920,413,139457,7.8
2018_1,166621,88862,77757,1069,1074,921,235,686,192,107,85,95,43,22,3903262529,232267,3223348816,679913713,1746465736,1480611161,187486,44781,93,139457,7.8
2018_1,470909,241563,229345,1286,1355,1132,232,900,8081,3910,4171,108,47,17,12756140988,622022,8909363951,3846777037,7055240099,4081400955,466513,155509,140,114240,7.8
2018_1,137606,76897,60708,817,878,681,9,672,663,399,264,112,43,8,5472164299,159757,4365163851,1107000448,2280294535,2420428263,130480,29277,110,114240,7.8
2018_1,610767,347248,263515,755,726,1091,0,1091,10951,5473,5478,104,48,69,27155158294,1437883,21508575738,5646582556,13257074840,8259966102,1137006,300877,504,114240,7.8
2018_1,1714810,1000878,713934,1276,1332,1273,202,1071,12772,7610,5162,92,48,71,59605285907,2534279,49496267416,10109018491,26715824191,15036312605,2096458,437821,1015,114240,7.8
2018_1,251536,142187,109349,8,9,9,0,9,4329,2632,1697,105,46,11,9539698680,574805,8385133481,1154565199,4226455568,2120641306,507263,67542,149,114240,7.8
2018_1,134848,85446,49403,32,26,26,0,26,12915,5397,7518,96,55,12,6096826629,296691,5430122362,666704267,2567465323,1590661595,272438,24253,58,114240,7.8
2018_1,250738,129544,121197,844,889,663,170,493,1704,1181,523,116,51,10,8531289104,486966,6663044121,1868244983,3348985958,3165422412,386210,100756,106,114240,7.8
2018_1,2848390,1313942,1534454,914,1086,1135,339,796,5454,3172,2282,93,46,207,1.44E+11,6053590,1.09E+11,35750198931,57268631558,77240267392,4584214,1469376,1125,105447,7.8
2018_1,394775,219322,175452,692,719,551,40,511,5010,2740,2270,97,55,69,34013163168,1198681,28145361076,5867802092,13629341832,13823803411,993153,205528,369,105447,7.8
2018_1,278376,140029,138342,1953,2116,2683,19,2664,328,212,116,92,50,1,1840774056,145776,1412674746,428099310,887258485,689849983,107095,38681,72,148494,7.9
2018_1,307163,156983,150177,1280,1417,1649,52,1597,1413,917,496,93,43,7,3909979006,199803,2748899956,1161079050,2024955845,1247600858,149269,50534,103,148494,7.9
2018_1,885492,467359,418131,1039,956,1350,21,1329,3544,2067,1477,90,43,102,48622172151,2402406,38485767349,10136404802,21332071985,21022917848,1857383,545023,663,148494,7.9
2018_1,638950,342933,296013,434,469,392,142,250,3726,1480,2246,94,51,32,31826425329,1170502,23111046110,8715379219,15991931181,9865470816,862830,307672,362,119097,0.2
2018_1,92690,47233,45452,1966,2066,1636,0,1636,255,141,114,142,61,7,231720444,24139,170898538,60821906,140399995,83173746,17444,6695,22,119097,0.2
2018_1,203324,97504,105818,1613,1854,1430,180,1250,659,488,171,89,50,12,5927381646,278586,4937797920,989583726,2422114554,2504861225,214148,64438,127,119097,0.2
2018_1,25540,12405,13138,544,614,548,0,548,1289,831,458,89,51,7,6548545445,308803,4793242034,1755303411,2610883299,2804820588,226679,82124,131,119097,0.2
2018_1,34264,12541,21721,1938,2149,1802,51,1751,2085,1320,765,80,46,8,3006839595,164948,2509160385,497679210,1261132387,1460959698,126777,38171,111,119097,0.2
2018_1,2659183,1220641,1438547,1792,2074,2096,89,2007,22334,10463,11871,88,47,407,2.39E+11,6683819,1.80E+11,58738328929,84301347845,1.29E+11,4937625,1746194,2526,81762,14.8
2018_1,185732,96284,89449,665,862,796,30,766,1335,830,505,79,46,4,2480983150,85174,2005120981,475862169,1071831888,895044609,68980,16194,74,132271,14.8
2018_1,59844,26857,32988,323,417,390,0,390,1643,744,899,66,43,1,6511054525,218251,4397040540,2114013985,2713571215,3138349962,149237,69014,87,81762,14.8
2018_1,207683,96554,111131,458,567,500,62,438,2657,1444,1213,83,36,7,6227148851,267548,4807870492,1419278359,2302087232,2685559480,208885,58663,111,132271,14.8
2018_1,207683,96554,111131,458,567,500,62,438,2657,1444,1213,83,36,7,6227148851,267548,4807870492,1419278359,2302087232,2685559480,208885,58663,111,81762,14.8
2018_1,59844,26857,32988,323,417,390,0,390,1643,744,899,66,43,1,6511054525,218251,4397040540,2114013985,2713571215,3138349962,149237,69014,87,132271,14.8
2018_1,2659183,1220641,1438547,1792,2074,2096,89,2007,22334,10463,11871,88,47,407,2.39E+11,6683819,1.80E+11,58738328929,84301347845,1.29E+11,4937625,1746194,2526,132271,14.8
2018_1,185732,96284,89449,665,862,796,30,766,1335,830,505,79,46,4,2480983150,85174,2005120981,475862169,1071831888,895044609,68980,16194,74,81762,14.8
2018_1,1575313,850248,725070,1886,2033,2395,0,2395,9434,4499,4935,86,44,124,79839909427,3260367,60413338546,19426570881,34225446023,34518506013,2462887,797480,1121,124635,7.9
2018_1,745417,367513,377902,458,565,617,0,617,8223,5124,3099,93,46,139,49035630512,1528780,39977942192,9057688320,14745479269,28836365654,1215227,313553,424,124635,7.9
2018_1,180265,100364,79900,30,53,44,0,44,1558,947,611,85,52,14,12341627326,334911,9872958063,2468669263,5275033457,5317839526,292092,42819,85,124635,7.9
2018_1,208253,100152,108102,641,818,885,17,868,626,328,298,80,41,3,3482483388,157636,2667542833,814940555,1333788716,1895687683,117678,39958,94,124635,7.9
2018_1,254641,145045,109597,564,636,683,0,683,2966,2171,795,96,49,7,18564328068,641917,14028738903,4535589165,7965226130,7763057854,483148,158769,194,124635,7.9
2018_1,377221,192966,184253,1557,1738,1872,60,1812,2832,1478,1354,80,49,16,16080156057,622491,11706069715,4374086342,8010710304,6171662918,476811,145680,206,124635,7.9
2018_1,196665,105891,90777,676,757,694,3,691,2712,1293,1419,79,52,3,6938621233,143858,4737034987,2201586246,1940513714,3704869193,118227,25631,106,124635,7.9
2018_1,128011,72674,55337,188,276,314,0,314,1452,553,899,102,50,13,8883636455,374621,6937516727,1946119728,3298647477,3896484638,326377,48244,78,124635,7.9
2018_1,192261,93055,99207,726,831,810,502,308,4108,2093,2015,107,46,4,786077770,41539,644321360,141756410,295134340,294905850,34215,7324,22,124635,7.9
2018_1,141467,77178,64289,542,653,542,0,542,1291,725,566,89,55,7,10147730367,187681,6846503049,3301227318,5505371716,3574326903,168687,18994,71,124635,7.9
2018_1,67417,35954,31465,1012,1102,1461,0,1461,102,64,38,86,41,3,2702623880,170774,2087177647,615446233,1362683388,990486332,125734,45040,60,124635,7.9
2018_1,92004,52917,39086,398,503,526,0,526,5146,3297,1849,121,56,9,9461387424,431997,6804666316,2656721108,3659896543,3479772672,344120,87877,89,124635,7.9
2018_1,74709,39051,35657,706,916,953,0,953,1854,911,943,80,46,7,3774583911,141853,2834822475,939761436,1488448512,1940365252,105495,36358,94,124635,7.9
2018_1,848785,369215,479568,880,1053,995,37,958,11363,5229,6134,96,50,199,76332965717,1889844,61125069352,15207896365,27633991733,39358581895,1486367,403477,937,126812,14.8
