총_유동인구_수,총_상주인구_수,총_직장_인구_수,운영_영업_개월_평균,폐업_영업_개월_평균,당월_매출_금액,점포수,임대료,공실률
474242,2238,217,94,46,5259756102,123,44,10.1
220201,2799,432,88,55,4618825681,91,44,10.1
257176,1613,3260,104,60,2293621480,41,44,10.1
131873,2214,616,97,55,2337600808,37,44,10.1
674676,675,216,95,55,17334773179,251,44,10.1
643064,360,110,92,48,12675335884,125,44,10.1
202903,1461,24,87,51,1644968940,52,44,10.1
339274,1081,3612,87,50,11452656071,128,44,10.1
328558,3395,250,98,41,5418420350,142,54.9,11.1
73818,614,443,125,61,20682067486,314,54.9,11.1
91076,3254,432,83,55,1469336089,55,54.9,11.1
83619,1624,158,91,54,5185405923,121,54.9,11.1
133934,2520,34,98,53,519251377,39,54.9,11.1
3336,37,127,102,45,383846274,19,54.9,11.1
138954,2665,239,103,42,3150193269,145,54.9,11.1
90160,3829,823,91,40,2947109973,86,54.9,11.1
211999,1518,52,78,37,2685426372,64,54.9,11.1
190525,684,71,112,49,13231994474,248,54.9,11.1
60308,2252,220,75,43,1258236853,46,54.9,11.1
1929177,2079,4324,90,49,50777256101,589,54.9,11.1
256705,1689,103,88,42,3313858220,134,54.9,11.1
93969,711,64,109,53,6183275769,96,54.9,11.1
123726,2518,74,155,57,3612989790,55,70.8,5.9
888005,499,1869,102,56,44872146414,490,70.8,5.9
156952,1567,32,80,46,26081020130,313,70.8,5.9
174136,2760,27,93,48,4899983761,151,70.8,5.9
447479,399,315,103,55,9782944412,202,70.8,5.9
5632527,2656,3137,106,51,1.28E+11,1757,58.8,7.2
935115,1263,1286,108,46,41877070125,1061,58.8,7.2
233638,1527,1335,80,46,2762216639,77,56.4,17.2
225329,1025,2657,85,36,6862230373,108,56.4,17.2
59377,740,1643,66,43,7117950068,91,56.4,17.2
2785738,3866,22334,87,47,2.29E+11,2561,56.4,17.2
181013,258,9955,103,43,22434295509,214,56.4,17.2
1763414,1326,16393,94,45,1.49E+11,1779,56.4,17.2
677305,1933,11363,95,49,73957016006,934,56.4,17.2
375790,2734,333,94,55,5768469976,90,38.3,11
294122,3082,497,109,43,3735787310,87,38.3,11
151206,1658,2,98,53,1172856129,20,38.3,11
2245430,2236,3892,101,54,1.60E+11,2086,38.3,11
303475,1399,334,143,56,7102557916,182,38.3,11
725991,406,871,122,49,5066807989,96,38.3,11
139954,1186,89,117,48,8039519235,176,38.3,11
1066518,661,1207,116,58,32931670515,539,38.3,11
179872,2430,1675,144,57,5293591945,177,38.3,11
368008,3645,1539,106,57,31358717655,382,46.6,8
158850,3649,149,107,52,2542442546,69,46.6,8
232782,2215,210,102,50,7622025824,193,46.6,8
521222,3290,107,97,58,3705702368,90,38,8.7
74058,1045,136,97,49,6399371819,145,38,8.7
48444,2350,9,96,62,1515462187,43,38,8.7
633934,1806,383,102,57,10200988523,149,38,8.7
76580,435,661,106,52,10897510637,127,38,8.7
443717,2886,3861,108,52,8592772658,212,38,8.7
167922,2307,134,76,52,1534949182,93,25,8.1
153543,586,2726,120,58,13998787924,208,25,8.1
279544,2749,10716,107,59,10000684379,175,25,8.1
156906,198,13126,121,54,19903953265,226,25,8.1
130769,3316,2663,111,58,4835056075,89,25,8.1
73531,766,529,101,60,3255251497,54,25,8.1
44671,497,1553,127,63,4048230077,61,25,8.1
123750,803,748,122,59,6253511952,144,25,8.1
25223,161,461,135,46,51351008570,422,25,8.1
82891,686,13362,115,57,1.56E+11,1170,25,8.1
434099,626,1107,98,53,3259537677,91,25,8.1
313674,1394,5982,88,51,12922783798,266,25,8.1
192238,394,508,116,53,10317723365,133,25,8.1
2212,448,283,115,44,414719355,14,25,8.1
72416,2669,472,129,76,1286948759,25,25,8.1
2741313,6710,6036,109,58,1.36E+11,1813,47,11.8
485310,731,653,108,61,24803860583,185,47,11.8
169646,980,2231,88,55,5698661420,134,47,11.8
999844,937,673,123,60,64120686785,698,47,11.8
194694,511,293,116,58,9516891398,172,47,11.8
109064,857,75,74,46,6920296235,116,47,11.8
144134,755,62,81,55,7500942620,113,47,11.8
14993,119,84,67,55,2984115497,40,47,11.8
146470,2274,71,75,47,8773918249,159,47,11.8
1232265,2847,5817,97,48,83056962796,1082,41.8,8.5
267799,2310,362,98,53,18098224753,322,41.8,8.5
390728,6571,1668,92,45,28075228025,413,41.8,8.5
394341,3223,6089,89,49,34817346766,327,41.8,8.5
117972,3319,111,84,41,5729208193,127,21,7.6
121637,2837,339,132,56,3862925375,96,21,7.6
249480,1357,5310,111,48,6320189223,234,21,7.6
320961,2692,552,86,49,7557024563,91,21,7.6
144337,214,2293,102,46,14527809615,199,21,7.6
158282,1248,5,91,46,3688290777,96,21,7.6
145751,2909,361,110,50,4747249475,125,21,7.6
120697,2370,1994,119,43,550533459,28,21,7.6
278457,2144,2968,101,46,6857455197,171,21,7.6
146591,700,1015,113,49,5210381002,110,21,7.6
259502,3309,580,100,43,7549696825,130,21,7.6
42305,1446,182,108,43,2683745244,71,21,7.6
126311,2299,802,112,44,1964210585,64,21,7.6
111420,1827,305,108,51,3752980609,78,21,7.6
60997,1438,80,120,50,1102673074,45,21,7.6
179426,1910,917,95,45,10382468388,152,21,7.6
114273,1089,435,112,46,2627093209,77,21,7.6
73944,2436,363,95,44,7196545128,77,21,7.6
110000,1735,97,95,54,3818109439,104,21,7.6
503246,4009,494,87,45,47005162456,596,21,7.6
318268,1054,137,110,46,3930739663,84,21,7.6
81665,1217,340,106,44,4798091596,63,21,7.6
586561,800,20646,139,63,74615938568,1247,84.2,2.7
51813,6,20629,144,56,7037858772,93,84.2,2.7
95872,57,194,202,84,13490206330,484,84.2,2.7
1209128,2424,1862,108,57,49049781021,872,84.2,2.7
5630698,2716,31373,142,63,1.90E+11,3998,84.2,2.7
2379313,130,2385,100,55,63393786302,615,84.2,2.7
60813,285,654,143,63,6540736192,218,84.2,2.7
534761,607,18223,107,59,82090748925,878,84.2,2.7
89025,299,2236,118,50,2590934258,73,84.2,2.7
409610,172,4196,121,55,23298119131,356,84.2,2.7
122670,1084,1073,104,52,7164032145,158,84.2,2.7
243727,158,3303,125,52,13060253078,318,84.2,2.7
257461,114,39,142,66,13388817175,295,84.2,2.7
112255,4,308,146,64,15498867664,533,84.2,2.7
197252,29,490,141,66,13296000959,152,84.2,2.7
38887,171,328,154,73,223344941,13,84.2,2.7
656370,755,5069,135,53,21564446564,436,84.2,2.7
60069,486,104,162,53,1709691062,33,84.2,2.7
125859,27,48,135,70,5127512586,71,84.2,2.7
652946,1990,17663,98,57,33262702524,593,84.2,2.7
192177,4572,354,114,55,2308168999,97,35.4,5.3
559774,6968,618,84,51,3814516327,122,35.4,5.3
203769,5337,319,97,48,2881791997,113,35.4,5.3
140445,2728,41,88,49,3044109164,99,35.4,5.3
198904,2558,16,111,52,1611234300,67,35.4,5.3
1267876,4159,3879,88,49,84117289620,1583,35.4,5.3
98436,150,19,140,59,5954122764,136,35.4,5.3
342741,4321,462,91,45,10253093436,145,35.4,5.3
312104,3364,373,84,46,7987883194,177,35.4,5.3
186226,2582,347,81,48,2121905552,61,35.4,5.3
216733,5445,605,85,45,4629157932,170,35.4,5.3
370334,7306,566,85,49,5430966241,135,35.4,5.3
127200,454,2880,80,43,10717793933,100,68,1.5
213552,2075,1008,91,52,8271794898,166,68,1.5
57594,1210,981,90,51,2985022155,63,68,1.5
152661,419,1008,97,53,12478167835,130,68,1.5
141809,1294,4309,89,46,13278676971,111,68,1.5
209412,1051,1341,89,52,11520412134,145,68,1.5
73197,219,190,85,45,9791631448,104,68,1.5
554156,565,7848,91,45,83596254630,696,68,1.5
85305,923,1791,84,49,24055369351,227,68,1.5
106312,1986,2437,70,46,8263026078,139,68,1.5
204815,2519,2940,89,52,19296034740,137,68,1.5
400093,2080,1927,79,41,15495684305,186,68,1.5
145064,3219,217,126,60,1005694600,39,45.8,9.9
328836,3523,991,107,46,5868746254,143,45.8,9.9
50639,2221,332,87,48,681596831,23,46.5,11.4
155021,52,8944,95,57,13079605929,159,46.5,11.4
46255,21,22435,82,60,1.60E+11,911,46.5,11.4
602757,2002,605,111,54,12689369304,108,46.5,11.4
168722,423,570,87,47,29732721505,213,46.5,11.4
767322,708,7496,91,52,29674426674,300,46.5,11.4
46255,21,22435,82,60,1.60E+11,911,46.5,11.4
305853,3034,6606,84,44,10049152800,178,46.5,11.4
700265,2102,44391,82,45,29813587126,518,46.5,11.4
286925,695,20105,84,48,25544312579,327,46.5,11.4
267148,1557,1063,83,40,3364655321,45,46.5,11.4
48664,1476,214,85,42,3338161147,68,46.5,11.4
49721,634,1893,66,43,5217015717,61,46.5,11.4
315712,1023,921,93,48,16977232186,212,46.5,11.4
132990,2842,264,83,49,5005390091,149,46.5,11.4
569081,1327,34086,82,47,36216905072,460,46.5,11.4
93207,362,102,81,43,13145913593,99,46.5,11.4
209244,3264,488,93,44,9151031711,123,46.5,11.4
120120,2521,3282,94,45,8040532217,126,46.5,11.4
159185,9,18112,87,57,14495331391,99,46.5,11.4
317325,2528,2726,80,40,8065266077,105,46.5,11.4
359552,2153,1106,81,49,39464055565,672,46.5,11.4
326719,4151,225,80,43,12514103152,262,46.5,11.4
2247699,4081,21074,76,45,81596338718,1185,46.5,11.4
249054,3343,328,77,45,14065368313,268,46.5,11.4
1597956,2424,39619,68,43,1.05E+11,1124,46.5,11.4
322398,90,3181,99,46,7444765170,63,46.5,11.4
484394,1770,25312,82,43,23691055197,569,46.5,11.4
777372,2105,7247,85,42,64699798313,866,46.5,11.4
733540,5343,25570,80,43,66515277684,1108,46.5,11.4
364657,2799,1666,87,44,15280109362,333,46.5,11.4
3968461,2971,32833,82,45,1.99E+11,2172,46.5,11.4
198037,2679,12527,91,48,9292750151,156,46.5,11.4
198988,1985,2682,91,41,8049146498,139,46.5,11.4
761791,965,26755,84,46,45206480521,524,46.5,11.4
745489,1236,55040,75,40,21015103840,448,46.5,11.4
413472,620,4606,97,53,15943694127,121,46.5,11.4
341711,5633,4042,86,44,19125066718,292,46.5,11.4
581012,3419,8479,77,44,15986297475,271,46.5,11.4
55377,220,492,119,54,7523801711,73,46.5,11.4
113835,942,1277,90,65,3778705706,53,73.7,9.6
474682,792,1498,101,49,6204322994,131,73.7,9.6
1302765,635,1654,94,54,39041575726,502,73.7,9.6
427428,1471,20,83,55,5563537588,89,73.7,9.6
221159,948,146,101,45,4151760515,132,73.7,9.6
334318,522,3456,78,49,11287045546,145,55.8,4
6580409,4995,16348,67,45,3.20E+11,3783,55.8,4
161628,1854,732,78,43,2838391728,96,55.8,4
774223,184,331,72,49,12590763480,244,55.8,4
141092,818,178,55,41,6719019933,139,55.8,4
258590,511,18,50,45,12200908161,167,55.8,4
537117,690,860,87,47,15731392313,157,55.8,4
265853,1867,4191,90,49,10008298897,175,55.8,4
276014,1921,1467,78,47,8447813523,216,55.8,4
302882,1636,1788,87,46,11689910216,100,55.8,4
227199,2529,4043,89,46,7746434404,136,55.8,4
323655,4164,1716,63,42,6385002490,136,55.8,4
181515,732,440,70,49,6604909966,107,55.8,4
162786,3275,386,75,44,4240471972,96,26.4,11.5
121488,3223,24,93,47,2178455059,80,26.4,11.5
263843,2975,100,87,46,6139763159,135,26.4,11.5
91925,1079,2,134,54,7887183149,139,26.4,11.5
679863,1832,48,98,50,16202000420,208,26.4,11.5
226875,5623,303,102,43,4718345680,141,26.4,11.5
200614,2201,4,113,47,4230216999,114,26.4,11.5
32814,3258,120,102,49,1522624331,37,26.4,11.5
80086,3079,48,93,46,2148855471,64,26.4,11.5
252821,3416,503,94,46,6245008791,134,26.4,11.5
145476,4238,40,84,43,1088928292,51,26.4,11.5
267805,2909,303,105,46,2123661317,91,26.4,11.5
113735,3447,9,85,47,1685368755,76,26.4,11.5
235891,2356,396,100,43,2102029540,34,26.4,11.5
206481,3847,173,85,49,1493496988,81,26.4,11.5
158492,1009,141,77,47,10379594000,202,26.4,11.5
222207,2783,539,77,44,4327153151,116,26.4,11.5
161176,2063,554,91,46,10512744497,184,26.4,11.5
96726,1534,10,98,47,10624961313,159,26.4,11.5
100747,2044,216,104,49,13831304747,275,26.4,11.5
84674,3764,60,97,52,949107927,43,26.4,11.5
68804,3962,195,65,45,3322404700,51,26.4,11.5
197503,4517,149,101,46,5019706290,115,26.4,11.5
130809,4951,177,111,53,1139997159,50,26.4,11.5
292500,2519,45,109,54,7412349680,149,26.4,11.5
739956,2840,3403,83,44,34348755969,575,26.4,11.5
394795,2333,478,77,52,7234075297,90,26.4,11.5
402126,3186,804,89,44,9107487024,177,26.4,11.5
177083,3027,778,84,43,3883927228,102,26.4,11.5
176502,6906,28,84,46,5378401577,157,26.4,11.5
360858,1100,43,95,52,19958505990,256,26.4,11.5
830393,3350,150,85,44,6413746079,138,26.4,11.5
120974,444,271,90,50,4176220683,54,26.4,11.5
320047,5841,315,80,51,4727741980,112,26.4,11.5
38424,1114,9,84,46,3107640986,94,26.4,11.5
205557,4002,1174,95,48,6444516107,225,26.4,11.5
394582,3076,14,86,41,1149276600,55,64.6,3.2
292604,2065,312,83,46,4524679307,107,64.6,3.2
49443,21,141,115,49,1729960566,17,64.6,3.2
2047154,2111,2899,76,51,77188820908,682,64.6,3.2
465399,3674,374,91,44,7249580696,166,64.6,3.2
237767,1259,61,91,55,4684527814,118,64.6,3.2
304646,1696,1001,125,46,7487045807,145,64.6,3.2
542286,3960,1400,102,45,8081600017,228,64.6,3.2
232582,1923,326,110,49,7960886491,119,64.6,3.2
237978,2126,122,93,48,2691521362,87,64.6,3.2
208265,4202,88,107,63,2391980327,87,64.6,3.2
134784,3137,239,77,43,2348257146,68,64.6,3.2
98512,580,718,57,42,8964892241,98,64.6,3.2
85279,388,198,114,49,938708663,41,64.6,3.2
167860,1990,88,119,47,6602907344,148,64.6,3.2
186140,3173,544,107,54,1728924211,67,64.6,3.2
951715,365,341,87,47,20419054398,277,44.1,4.5
134506,602,274,84,47,5977428505,84,44.1,4.5
197888,1157,115,111,52,5471748022,130,44.1,4.5
831746,3583,207,108,55,8069367747,177,44.1,4.5
319535,1346,1496,97,62,4164236508,57,44.1,4.5
510293,1260,7,101,52,11597112334,252,44.1,4.5
220013,2614,19,144,76,393463541,26,44.1,4.5
331336,2116,1147,111,57,5191892423,90,41.5,5.3
438607,3499,93,118,56,1297022793,60,41.5,5.3
399241,2663,1433,111,55,4618207778,115,41.5,5.3
372663,535,4948,75,44,16065196244,119,41.5,5.3
811740,11,2092,131,70,15874852017,154,69.1,1.1
707766,2529,54526,123,55,51650564656,904,69.1,1.1
75114,703,4,76,53,3897372525,46,69.1,1.1
160663,693,578,96,57,8729116950,159,69.1,1.1
361119,640,203,101,57,15628928605,197,69.1,1.1
140827,3907,942,78,52,1967968450,79,29.9,5.7
165249,5162,978,76,54,6875397183,124,29.9,5.7
804255,3601,1147,79,44,14483121671,362,29.9,5.7
107752,3090,274,107,52,8492815516,139,29.9,5.7
309111,544,93,90,51,7743893719,174,29.9,5.7
260801,1665,176,92,52,27408736577,336,29.9,5.7
153792,4939,517,99,54,11489373584,199,29.9,5.7
101933,851,120,112,51,12360726934,209,29.9,5.7
164222,4078,223,104,44,2074886788,81,29.9,5.7
148036,4237,566,113,52,6551704209,116,29.9,5.7
343000,5387,156,90,49,7631287231,167,29.9,5.7
473172,1243,169,106,39,1474544440,49,38.9,7.9
278376,4069,328,92,50,1840774056,72,38.9,7.9
885492,1995,3544,90,43,48622172151,663,38.9,7.9
307163,2697,1413,93,43,3909979006,103,38.9,7.9
67417,2114,102,86,41,2702623880,60,38.9,7.9
254641,1200,2966,96,49,18564328068,194,38.9,7.9
192261,1557,4108,107,46,786077770,22,38.9,7.9
196665,1433,2712,79,52,6938621233,106,38.9,7.9
1575313,3919,9434,86,44,79839909427,1121,38.9,7.9
180265,83,1558,85,52,12341627326,85,38.9,7.9
141467,1195,1291,89,55,10147730367,71,38.9,7.9
377221,3295,2832,80,49,16080156057,206,38.9,7.9
128011,464,1452,102,50,8883636455,78,38.9,7.9
74709,1622,1854,80,46,3774583911,94,38.9,7.9
92004,901,5146,121,56,9461387424,89,38.9,7.9
745417,1023,8223,93,46,49035630512,424,38.9,7.9
208253,1459,626,80,41,3482483388,94,38.9,7.9
73334,898,52,123,50,11596156952,115,36.5,10.9
371174,647,1090,98,50,13529508834,456,36.5,10.9
43167,231,3016,90,53,3431728185,69,270.4,6.4
225588,358,3845,107,49,14097562484,291,270.4,6.4
131189,308,35854,162,60,8833392080,137,270.4,6.4
616275,22,24111,121,62,42114735070,377,270.4,6.4
1639588,42,9708,146,54,1.70E+11,2130,270.4,6.4
176056,2306,389,89,48,17715817937,267,34.3,7.7
246812,877,194,82,51,13142835297,97,34.3,7.7
53513,1209,236,117,53,9850894973,163,34.3,7.7
35404,1098,284,105,52,345758428,11,34.3,7.7
75850,3354,257,75,52,1284250468,46,34.3,7.7
89312,2164,348,88,45,1137673140,67,34.3,7.7
178425,1188,662,104,50,17113991125,268,34.3,7.7
113384,2972,105,91,53,6285980776,118,34.3,7.7
77926,2454,119,92,43,1878030807,58,34.3,7.7
260511,3682,231,95,44,4765310823,155,34.3,7.7
205201,2710,537,97,44,3234021880,137,34.3,7.7
162377,1386,190,98,44,4952727810,92,34.3,7.7
47587,1134,211,93,49,2147128653,94,34.3,7.7
108793,3253,375,100,49,7163266065,140,37.1,3.8
262433,5845,502,93,61,4045023119,94,37.1,3.8
446117,675,88,127,60,11197719040,147,37.1,3.8
71604,2743,12,86,51,2804140125,80,37.1,3.8
1593108,249,83,112,67,9042602165,109,37.1,3.8
332648,749,57,93,47,11229444094,223,37.1,3.8
559624,3676,839,89,48,6385681481,145,37.1,3.8
117434,5759,22,88,52,2127205875,80,37.1,3.8
584066,589,246,89,46,24279942990,584,37.1,3.8
471911,1039,314,79,44,4189247679,133,60.7,0.2
237328,2402,1411,105,46,8878887828,99,60.7,0.2
77219,2627,194,115,49,1025527052,42,60.7,0.2
404680,938,471,98,50,25481385310,320,60.7,0.2
408718,3286,1712,91,50,11531788364,255,60.7,0.2
100016,2870,268,75,44,1418045206,60,60.7,0.2
148294,1971,225,91,50,4029056518,68,60.7,0.2
519059,1567,400,115,55,7635524570,82,60.7,0.2
125822,3009,573,88,47,2955472559,42,60.7,0.2
92690,4032,255,142,61,231720444,22,60.7,0.2
203324,3467,659,89,50,5927381646,127,60.7,0.2
25540,1158,1289,89,51,6548545445,131,60.7,0.2
34264,4087,2085,80,46,3006839595,111,60.7,0.2
638950,903,3726,94,51,31826425329,362,60.7,0.2
236646,2731,7043,111,45,5832717117,83,27.8,7.8
363596,453,1460,89,50,10732819642,143,27.8,7.8
988430,1524,3448,91,50,32182255638,403,27.8,7.8
189214,1784,534,108,50,3513140151,40,27.8,7.8
166621,2143,192,95,43,3903262529,93,27.8,7.8
335943,1383,7522,93,46,21294097975,452,27.8,7.8
1194760,1368,133206,84,45,54900869059,607,27.8,7.8
683571,1940,3664,94,47,24859119219,413,27.8,7.8
279946,1098,1806,101,46,4801483357,87,27.8,7.8
184709,1301,548,126,54,45500563759,506,27.8,7.8
155192,1473,13231,107,46,5730472412,106,27.8,7.8
610767,1481,10951,104,48,27155158294,504,27.8,7.8
134848,58,12915,96,55,6096826629,58,27.8,7.8
394775,1411,5010,97,55,34013163168,369,27.8,7.8
2848390,2000,5454,93,46,1.44E+11,1125,27.8,7.8
137606,1695,663,112,43,5472164299,110,27.8,7.8
470909,2641,8081,108,47,12756140988,140,27.8,7.8
250738,1733,1704,116,51,8531289104,106,27.8,7.8
251536,17,4329,105,46,9539698680,149,27.8,7.8
1714810,2608,12772,92,48,59605285907,1015,27.8,7.8
204613,2954,562,92,52,7518868593,176,44.4,12.4
864596,1265,1000,75,43,4418465349,123,44.4,12.4
241375,2799,432,87,54,3950627102,92,44.4,12.4
149797,1149,120,88,53,4342543171,68,44.4,12.4
1082858,1038,5122,96,49,50268366218,696,44.4,12.4
496316,2238,217,95,46,4681869821,123,44.4,12.4
347037,1081,3612,84,50,10826688980,129,44.4,12.4
657252,675,216,94,55,15443521866,252,44.4,12.4
231340,1461,24,89,51,1471357881,48,44.4,12.4
278720,1613,3260,108,60,1979432792,40,44.4,12.4
134189,2214,616,98,55,2414494878,38,44.4,12.4
603589,360,110,88,49,11971587223,126,44.4,12.4
324555,3395,250,97,42,5102718196,140,54.9,10.2
90990,3254,432,88,54,1314224025,54,54.9,10.2
75170,614,443,127,61,19304646960,312,54.9,10.2
129403,2520,34,98,53,505769633,37,54.9,10.2
74382,1624,158,91,54,4948984406,115,54.9,10.2
218572,1518,52,80,37,2254741198,62,54.9,10.2
81885,3829,823,90,40,2569417632,86,54.9,10.2
187451,684,71,113,50,11864151142,246,54.9,10.2
50625,2252,220,73,44,1388809420,46,54.9,10.2
94752,711,64,113,53,6500802504,95,54.9,10.2
249102,1689,103,88,43,3198532304,132,54.9,10.2
2749,37,127,105,45,355272206,18,54.9,10.2
134103,2665,239,106,42,2788427223,149,54.9,10.2
1967932,2079,4324,91,49,47661177143,578,54.9,10.2
864490,499,1869,102,56,43641088771,491,73.9,3.7
165636,1567,32,81,47,22854784325,317,73.9,3.7
126931,2518,74,156,58,2989745558,57,73.9,3.7
273082,2760,27,94,49,4845231200,154,73.9,3.7
453899,399,315,104,54,9907574737,204,73.9,3.7
5829699,2656,3137,108,51,1.22E+11,1721,58.8,5.2
996256,1263,1286,109,47,36730528192,1045,58.8,5.2
2659183,3866,22334,88,47,2.39E+11,2526,56.3,14.8
185732,1527,1335,79,46,2480983150,74,56.3,14.8
207683,1025,2657,83,36,6227148851,111,56.3,14.8
59844,740,1643,66,43,6511054525,87,56.3,14.8
174281,258,9955,103,44,20771664780,191,56.3,14.8
1698601,1326,16393,95,45,1.47E+11,1727,56.3,14.8
848785,1933,11363,96,50,76332965717,937,56.3,14.8
296662,2734,333,95,54,6007915151,92,38.9,14.8
285959,3082,497,115,43,3938772304,80,38.9,14.8
152500,1658,2,101,53,1146087877,19,38.9,14.8
342648,1399,334,145,56,7400236616,177,38.9,14.8
136985,1186,89,119,48,8974436405,157,38.9,14.8
697083,406,871,123,49,4866194957,94,38.9,14.8
1899005,2236,3892,103,55,1.46E+11,2037,38.9,14.8
201478,2430,1675,148,57,5211124768,168,38.9,14.8
970529,661,1207,117,59,30142465215,530,38.9,14.8
165690,3649,149,104,55,2487010752,74,46.6,8
380615,3645,1539,106,58,32386919163,374,46.6,8
238474,2215,210,103,49,7822955792,195,46.6,8
50077,2350,9,93,64,1503218760,42,38.6,8.7
480913,3290,107,97,59,3302937017,77,38.6,8.7
67021,1045,136,93,50,6185325916,139,38.6,8.7
383342,2886,3861,110,52,8693295137,209,38.6,8.7
457226,1806,383,103,57,9149232600,149,38.6,8.7
78519,435,661,107,53,10924838519,123,38.6,8.7
149631,586,2726,118,58,12951812875,213,25.2,9.5
167770,2307,134,75,52,1535004433,83,25.2,9.5
114239,3316,2663,113,58,4455332306,82,25.2,9.5
277897,2749,10716,109,59,9628974606,169,25.2,9.5
160088,198,13126,121,55,18224371397,224,25.2,9.5
340865,1394,5982,92,50,11858450908,258,25.2,9.5
25912,161,461,136,46,52570521902,417,25.2,9.5
55271,497,1553,123,63,3972597817,70,25.2,9.5
154970,766,529,100,61,3049568756,58,25.2,9.5
214420,394,508,103,53,10104699493,146,25.2,9.5
420174,626,1107,98,53,3270680456,111,25.2,9.5
92206,686,13362,115,57,1.69E+11,1161,25.2,9.5
73374,803,748,125,58,5939283024,140,25.2,9.5
9732,448,283,118,44,506739884,16,25.2,9.5
70214,2669,472,133,77,1403379308,23,25.2,9.5
170466,511,293,120,58,8132579614,172,47,22.4
20700,119,84,70,55,2251989504,38,47,22.4
2286083,6710,6036,110,58,1.16E+11,1786,47,22.4
259888,731,653,110,61,18860094674,179,47,22.4
134772,980,2231,90,55,4704220903,134,47,22.4
100685,857,75,75,45,6518278523,122,47,22.4
133500,755,62,84,55,5805830529,109,47,22.4
842882,937,673,123,60,55364306173,694,47,22.4
136505,2274,71,78,47,8026451119,157,47,22.4
276383,2310,362,101,53,17947959096,311,42.6,13.2
1420785,2847,5817,99,48,80658563641,1055,42.6,13.2
400234,6571,1668,94,45,30775041162,407,42.6,13.2
407088,3223,6089,90,50,33453777341,326,42.6,13.2
53296,1446,182,108,44,2544325188,69,21,5.9
312983,2692,552,88,49,7367099634,92,21,5.9
268323,3309,580,101,43,7364804646,132,21,5.9
149740,700,1015,116,49,4678125741,106,21,5.9
121324,2370,1994,120,43,617974513,28,21,5.9
157410,3319,111,84,41,5558312889,116,21,5.9
276739,2144,2968,101,46,6141769236,170,21,5.9
111885,2837,339,135,56,3185992768,86,21,5.9
143602,214,2293,103,46,16163312131,199,21,5.9
122446,2299,802,112,44,1674901783,62,21,5.9
187639,1248,5,93,46,3674931902,94,21,5.9
251103,1357,5310,109,48,6115087466,244,21,5.9
146144,2909,361,110,51,4715167781,120,21,5.9
100546,1827,305,111,51,3584346919,77,21,5.9
743816,4009,494,89,46,39860977861,582,21,5.9
151067,1910,917,94,46,10607331251,153,21,5.9
96882,1089,435,113,46,2906366860,79,21,5.9
75119,2436,363,97,44,7066832458,77,21,5.9
278185,1054,137,113,46,3626729536,84,21,5.9
128345,1217,340,107,44,4451621279,62,21,5.9
58720,1438,80,123,50,1017147769,43,21,5.9
109567,1735,97,96,55,3688406984,102,21,5.9
5718757,2716,31373,143,63,1.73E+11,3886,84.2,2
78326,299,2236,118,50,2117823757,76,84.2,2
62078,6,20629,146,56,6974022446,91,84.2,2
2472787,130,2385,100,55,60164180119,610,84.2,2
126611,1084,1073,103,53,7593702734,165,84.2,2
1230380,2424,1862,108,57,46111533817,870,84.2,2
408332,172,4196,122,56,22516121561,354,84.2,2
93671,57,194,204,85,13852544731,481,84.2,2
243751,158,3303,122,53,12541603343,324,84.2,2
64655,285,654,143,66,5925356037,214,84.2,2
526452,607,18223,108,59,81798524478,870,84.2,2
615672,800,20646,142,63,70151866628,1226,84.2,2
108043,4,308,145,64,11561859408,499,84.2,2
690144,755,5069,136,53,21607760799,432,84.2,2
124323,27,48,133,73,4745005250,70,84.2,2
69147,486,104,161,53,1736178612,33,84.2,2
627369,1990,17663,99,57,33798204383,611,84.2,2
48191,171,328,159,71,204463734,13,84.2,2
257471,114,39,144,66,12232740615,299,84.2,2
192552,29,490,140,67,10415836404,148,84.2,2
203527,5337,319,99,48,2609878279,113,35.8,6.9
614512,6968,618,87,51,3810871128,120,35.8,6.9
194848,4572,354,117,55,2241315244,93,35.8,6.9
136208,2728,41,88,50,2900649037,99,35.8,6.9
295727,3364,373,86,46,7710249171,174,35.8,6.9
1277480,4159,3879,91,49,82584613866,1511,35.8,6.9
211377,5445,605,88,45,4594038202,167,35.8,6.9
353092,4321,462,92,45,9550953773,142,35.8,6.9
98816,150,19,144,59,5875418241,130,35.8,6.9
189838,2582,347,85,48,2022943640,60,35.8,6.9
217697,2558,16,113,52,1702521556,67,35.8,6.9
313704,7306,566,88,49,5525622577,136,35.8,6.9
111767,1986,2437,70,47,7669700923,135,67.9,2.5
72117,923,1791,86,48,23140057100,227,67.9,2.5
431273,2080,1927,78,41,14014159154,186,67.9,2.5
213693,2519,2940,90,52,15494271102,153,67.9,2.5
152198,454,2880,83,43,11020257699,99,67.9,2.5
58502,1210,981,90,51,2958392202,64,67.9,2.5
230423,2075,1008,92,52,8059965089,162,67.9,2.5
191294,1051,1341,90,52,11514392955,149,67.9,2.5
552854,565,7848,92,45,78618031588,680,67.9,2.5
88191,419,1008,98,53,12122869311,131,67.9,2.5
82306,219,190,88,45,9212605211,102,67.9,2.5
136037,1294,4309,86,47,13755685178,102,67.9,2.5
299508,3523,991,108,46,6880009016,139,45.9,8.4
152306,3219,217,126,61,966736823,41,45.9,8.4
