"Date","상권","행정동_코드","상권_코드_명","총_유동인구_수","총_상주인구_수","총_직장_인구_수","운영_영업_개월_평균","폐업_영업_개월_평균","당월_매출_금액","점포수","공실률","임대료"
"2014_2","혜화동",11110650,"창경궁로35길",310451,373,1305,94,57,3362076062,58,3,69.9
"2014_2","홍대합정",11440660,"신촌로12길",286268,1263,1137,78,40,7432656534,201,7.7,44.6
"2014_2","홍대합정",11440660,"동교로17길",203560,1318,779,70,42,2894895291,92,7.7,44.6
"2014_2","홍대합정",11440660,"서울 마포구 홍대입구역_1",545112,495,748,78,45,11653269988,170,7.7,44.6
"2014_2","홍대합정",11440660,"서울 마포구 홍대입구역_2",286196,542,2837,70,46,11364883264,138,7.7,44.6
"2014_2","홍대합정",11440660,"서울 마포구 홍대입구역_3",785670,32,778,76,48,10111617528,186,7.7,44.6
"2014_2","홍대합정",11440660,"월드컵로16길",327552,1776,2268,74,44,5460890903,128,7.7,44.6
"2014_2","홍대합정",11440660,"동교로19길",217598,1679,4753,87,44,10068551199,161,7.7,44.6
"2014_2","홍대합정",11440660,"와우산로29길",118978,809,128,57,41,6841662517,105,7.7,44.6
"2014_2","홍대합정",11440660,"홍익대학교 주변",4815704,5831,16924,65,41,317912141960,3871,7.7,44.6
"2014_2","홍대합정",11440660,"월드컵로8길",263822,1361,2051,73,47,4015403236,75,7.7,44.6
"2014_2","홍대합정",11440660,"양화로11길",119040,540,371,76,41,3281849881,62,7.7,44.6
"2014_2","홍대합정",11440660,"월드컵로10길",488785,1260,1688,79,39,4816554528,69,7.7,44.6
"2014_2","홍대합정",11440660,"와우산로29가길",180721,550,13,46,43,10484890652,164,7.7,44.6
"2014_2","화곡",11500540,"강서로5가길",192474,1043,44,91,45,13805309365,221,18.4,22.8
"2014_2","화곡",11500540,"가로공원로80길",206849,2735,112,86,45,1760496173,62,18.4,22.8
"2014_2","화곡",11500540,"가로공원로76가길",179499,3217,15,95,40,1760879668,79,18.4,22.8
"2014_2","화곡",11500540,"강서로5나길",94066,1275,103,84,41,5564356691,140,18.4,22.8
"2014_2","화곡",11500540,"월정로20길",84706,1109,5,99,42,3806379622,134,18.4,22.8
"2014_2","화곡",11500540,"강서로29길",385709,1814,290,79,36,3217220774,100,18.4,22.8
"2014_2","화곡",11500540,"강서로15길",377320,3887,282,89,37,5006244861,162,18.4,22.8
"2014_2","화곡",11500540,"화곡로20길",246517,2187,473,88,42,7512040584,152,18.4,22.8
"2014_2","화곡",11500540,"화곡중앙골목시장",83160,1164,2,114,47,7437878824,165,18.4,22.8
"2014_2","화곡",11500540,"강서로17가길",212848,2933,96,90,40,1751596537,46,18.4,22.8
"2014_2","화곡",11500550,"국회대로7길",142503,2046,332,88,37,1491425433,46,18.4,22.8
"2014_2","화곡",11500550,"곰달래로47길",173436,3088,35,75,37,611293746,43,18.4,22.8
"2014_2","화곡",11500550,"강서로5라길",262731,2715,266,96,40,2982539724,88,18.4,22.8
"2014_2","화곡",11500550,"곰달래로31길",208196,2516,13,82,44,1476340485,72,18.4,22.8
"2014_2","화곡",11500560,"강서로45길",163096,860,100,77,44,9260728925,185,18.4,22.8
"2014_2","화곡",11500560,"강서로45다길",196809,3292,495,74,42,3481755594,89,18.4,22.8
"2014_2","화곡",11500560,"강서로35길",164825,6000,170,86,43,1073501083,85,18.4,22.8
"2014_2","화곡",11500570,"등촌로5길",189851,1426,9,88,42,10173266192,179,18.4,22.8
"2014_2","화곡",11500570,"곰달래로53길",275933,3345,58,93,45,507707945,40,18.4,22.8
"2014_2","화곡",11500570,"등촌로13길",295453,3409,241,70,37,3023723042,59,18.4,22.8
"2014_2","화곡",11500570,"남부골목시장",297517,1986,171,92,45,11769173886,299,18.4,22.8
"2014_2","화곡",11500570,"곰달래로60길",115525,1840,543,82,43,11936082383,211,18.4,22.8
"2014_2","화곡",11500590,"초록마을로8길",251546,4254,182,96,45,862949210,60,18.4,22.8
"2014_2","화곡",11500590,"초록마을로3길",335374,2578,41,105,47,8055019558,167,18.4,22.8
"2014_2","화곡",11500590,"까치산로4길",247600,3717,119,92,42,5403874024,120,18.4,22.8
"2014_2","화곡",11500591,"화곡로44나길",260034,2483,793,78,40,5160882404,199,18.4,22.8
"2014_2","화곡",11500591,"화곡로59길",222122,1981,451,75,46,6821467135,112,18.4,22.8
"2014_2","화곡",11500591,"강서구청",678983,2721,3408,78,40,34194243693,670,18.4,22.8
"2014_2","화곡",11500593,"까치산시장",371994,1159,33,92,46,17268894791,251,18.4,22.8
"2014_2","화곡",11500593,"곰달래로25길",123963,2441,538,74,38,3206923743,99,18.4,22.8
"2014_2","화곡",11500593,"강서로8길",239550,2050,123,82,42,8495445275,216,18.4,22.8
"2014_2","화곡",11500593,"강서로18길",480181,6347,31,77,40,4072312667,147,18.4,22.8
"2014_2","화곡",11500615,"화곡로31길",315750,7971,1321,87,42,4544189582,270,18.4,22.8
"2014_2","화곡",11500615,"공항대로38길",129908,303,248,91,41,4311821487,48,18.4,22.8
"2014_2","화곡",11500615,"공항대로42길",175833,1352,11,71,42,3189654561,108,18.4,22.8
"2014_2","화곡",11500615,"우장산로6길",546002,6084,290,76,47,4519175960,113,18.4,22.8
"2014_3","건대입구",11215710,"동일로24길",510970,1101,9,75,36,1564904657,56,4.1,49.9
"2014_3","건대입구",11215710,"광나루로12길",337330,1192,898,113,40,7428113546,172,4.1,49.9
"2014_3","건대입구",11215710,"서울 광진구 건대입구역_2",1105279,1570,2579,70,48,79135127212,721,4.1,49.9
"2014_3","건대입구",11215710,"한아름시장",26561,99,74,100,49,2078436795,19,4.1,49.9
"2014_3","건대입구",11215710,"광나루로24길",86362,580,94,89,49,5701847591,108,4.1,49.9
"2014_3","건대입구",11215710,"능동로19길",225077,1332,326,83,40,4982726858,112,4.1,49.9
"2014_3","건대입구",11215710,"능동로13길",429863,1465,286,86,36,7121244394,169,4.1,49.9
"2014_3","건대입구",11215820,"자양로15길",147032,1778,337,96,46,6689704223,120,4.1,49.9
"2014_3","건대입구",11215820,"자양로11길",516152,3872,1230,89,42,7583421354,224,4.1,49.9
"2014_3","건대입구",11215840,"뚝섬로23길",373528,3213,96,94,40,2340634217,94,4.1,49.9
"2014_3","건대입구",11215840,"능동로4길",235283,2369,210,61,38,2156089180,73,4.1,49.9
"2014_3","건대입구",11215840,"능동로골목시장",52108,590,266,89,50,743427847,40,4.1,49.9
"2014_3","건대입구",11215840,"자양번영로3길",367599,4280,76,116,49,2113817209,83,4.1,49.9
"2014_3","건대입구",11215820,"아차산로40길",189769,2619,478,96,50,2818029917,65,4.1,49.9
"2014_3","건대입구",11215820,"자양골목시장",171538,2088,97,99,45,4717967139,142,4.1,49.9
"2014_3","경희대",11230710,"경희대로3길",48740,722,247,81,41,7126543098,101,2.8,49.6
"2014_3","경희대",11230710,"경희대학교",283250,479,336,86,41,20895705460,294,2.8,49.6
"2014_3","경희대",11230710,"회기시장",143499,390,126,103,49,4815461034,140,2.8,49.6
"2014_3","경희대",11230740,"휘경로23길",416547,432,19,111,66,239830829,30,2.8,49.6
"2014_3","경희대",11230740,"휘경로3길",729937,1015,190,94,54,8277472729,182,2.8,49.6
"2014_3","경희대",11230740,"휘경로2길",244984,733,6,91,46,10720655570,276,2.8,49.6
"2014_3","경희대",11230740,"천장산로7길",160681,824,1294,89,55,4546972558,59,2.8,49.6
"2014_3","공덕역",11440565,"효창원로93길",431014,2616,99,116,49,1392427299,62,4.2,37.2
"2014_3","공덕역",11440565,"만리재옛길",533836,2078,1087,104,46,5567299738,136,4.2,37.2
"2014_3","공덕역",11440565,"마포대로20길",268324,1005,1838,108,48,5065734345,109,4.2,37.2
"2014_3","광화문",11110530,"서울 종로구 경복궁역_1",419524,179,189,91,55,16006989005,191,2.3,69
"2014_3","광화문",11110530,"서울 종로구 광화문역_2",1196053,1479,50793,112,49,52403947137,983,2.3,69
"2014_3","광화문",11110530,"자하문로7길",178014,147,504,92,49,6539909486,161,2.3,69
"2014_3","군자",11215750,"천호대로109길",471907,2837,1429,79,39,15249514691,357,8.8,37.3
"2014_3","군자",11215750,"용마산로21길",283959,3533,152,86,44,6506598913,173,8.8,37.3
"2014_3","군자",11215780,"능동로34길",191770,2517,742,76,50,7388169317,110,8.8,37.3
"2014_3","군자",11215750,"용마산로3길",220881,2527,827,89,44,1842894770,66,8.8,37.3
"2014_3","군자",11215750,"긴고랑로20길",311291,2833,499,97,46,7427813624,159,8.8,37.3
"2014_3","군자",11215730,"서울 광진구 군자역",607370,1088,159,93,45,26269530459,334,8.8,37.3
"2014_3","군자",11215730,"어린이대공원역",265117,503,99,86,46,8010825707,194,8.8,37.3
"2014_3","군자",11215740,"긴고랑로7길",356770,2160,454,99,47,7815798822,197,8.8,37.3
"2014_3","군자",11215740,"중곡제일시장",165664,544,124,101,47,10348294656,209,8.8,37.3
"2014_3","군자",11215740,"긴고랑로8길",387487,2544,230,99,37,1268498846,75,8.8,37.3
"2014_3","군자",11215750,"천호대로123길",300022,1913,301,101,47,9120269551,148,8.8,37.3
"2014_3","동대문",11110670,"서울 종로구 동대문역_2",1116978,351,769,94,44,12784695087,366,11.2,34.6
"2014_3","동대문",11110670,"동묘앞역",155145,518,58,104,42,10131222601,137,11.2,34.6
"2014_3","명동",11140550,"퇴계로18길",54276,986,2637,92,47,4020318440,71,6.4,268.1
"2014_3","명동",11140550,"명동길",231851,92,34330,150,54,11770530430,152,6.4,268.1
"2014_3","명동",11140550,"서울시청",736313,2,28092,117,55,41509062883,393,6.4,268.1
"2014_3","명동",11140550,"서울 중구 명동역",693902,431,2745,99,46,14701191202,292,6.4,268.1
"2014_3","명동",11140550,"명동거리",4525283,37,18466,128,49,274112097415,2390,6.4,268.1
"2014_3","목동",11470510,"목동동로12길",427584,3279,387,81,39,20885610576,333,2.3,30.5
"2014_3","목동",11470510,"오목교역",221797,1109,234,74,46,10622919636,107,2.3,30.5
"2014_3","목동",11470520,"목2동시장",224167,688,171,104,48,9183718057,184,2.3,30.5
"2014_3","목동",11470520,"목동중앙북로16길",127640,3820,235,70,51,721817846,43,2.3,30.5
"2014_3","목동",11470520,"목동중앙로13나길",37259,1198,230,86,38,520047319,13,2.3,30.5
"2014_3","목동",11470530,"목동중앙북로8길",127659,2531,445,74,40,1944862787,73,2.3,30.5
"2014_3","목동",11470530,"목3동시장",215567,1047,522,100,41,18946531933,299,2.3,30.5
"2014_3","목동",11470540,"목동중앙남로3가길",85815,2292,557,89,41,4331431064,136,2.3,30.5
"2014_3","목동",11470540,"목동중앙본로7길",131686,2288,85,81,50,3859658552,135,2.3,30.5
"2014_3","목동",11470540,"목4동시장",72461,1258,225,88,40,1744889206,89,2.3,30.5
"2014_3","목동",11470540,"목동중앙서로7길",290454,4408,225,83,39,3720410764,186,2.3,30.5
"2014_3","목동",11470540,"목동중앙로3길",184602,2233,102,78,40,1353306125,48,2.3,30.5
"2014_3","목동",11470540,"목동중앙서로8가길",147076,1881,206,90,39,3353441598,91,2.3,30.5
"2014_3","사당",11590620,"사당로30길",164260,878,317,81,39,3969086951,124,3,52.5
"2014_3","사당",11590620,"관악구 사당역_2",283818,599,398,94,44,25235804412,333,3,52.5
"2014_3","사당",11590620,"사당로20길",143357,1882,160,104,47,1353173625,45,3,52.5
"2014_3","사당",11590620,"동작대로7길",491432,2482,1518,87,46,11383769677,259,3,52.5
"2014_3","사당",11590620,"동작대로17길",275258,1364,1292,94,40,12828879228,114,3,52.5
"2014_3","사당",11590620,"사당로26길",145336,2196,236,81,36,1315624792,48,3,52.5
"2014_3","사당",11620630,"남현3길",405994,970,675,95,50,5600404615,88,3,52.5
"2014_3","사당",11620630,"남현길",251521,1428,230,87,45,3517710663,67,3,52.5
"2014_3","사당",11620630,"승방길",118810,3050,479,78,46,3337882417,50,3,52.5
"2014_3","사당",11650610,"방배천로4안길",91211,928,1801,85,46,3574784493,137,3,52.5
"2014_3","사당",11650610,"서초대로4길",361143,3038,790,86,46,7007186906,107,3,52.5
"2014_3","사당",11650610,"서초대로8길",99938,4722,242,114,58,280378501,14,3,52.5
"2014_3","사당",11650610,"관악구 사당역_1",443972,702,4260,84,46,33491727022,388,3,52.5
"2014_3","사당",11650610,"청두곶길",366679,2796,2076,71,43,2150855964,85,3,52.5
"2014_3","서초",11650510,"서초대로64길",114040,1084,512,97,43,3083495339,46,5.1,29.5
"2014_3","서초",11650510,"서울 서초구 남부터미널역_3",585558,894,1797,90,43,11956785969,157,5.1,29.5
"2014_3","서초",11650510,"서초중앙로8길",366716,2949,5818,95,41,5485462915,93,5.1,29.5
"2014_3","서초",11650510,"사임당로17길",276463,1194,1474,86,44,5005048016,90,5.1,29.5
"2014_3","서초",11650510,"서울 서초구 남부터미널역_1",394282,1022,675,113,48,34069364147,537,5.1,29.5
"2014_3","서초",11650510,"교대역_2",1293073,1956,3036,83,44,34991016813,437,5.1,29.5
"2014_3","서초",11650510,"남부순환로339길",177576,1410,11036,96,40,6827466446,120,5.1,29.5
"2014_3","서초",11650530,"교대역_1",1796687,1393,13593,88,42,73890917031,1058,5.1,29.5
"2014_3","서초",11650530,"반포대로9길",181150,799,709,94,40,4648704811,107,5.1,29.5
"2014_3","서초",11650530,"교대역_3",386734,60,4450,85,42,9574624607,154,5.1,29.5
"2014_3","서초",11650530,"서울 서초구 남부터미널역_2",892802,3364,9774,91,41,28211089621,442,5.1,29.5
"2014_3","서초",11650530,"남부순환로317길",377922,1110,1564,110,44,7108780469,107,5.1,29.5
"2014_3","서초",11650530,"서울 서초구 서초역",234469,71,10956,87,52,7042947593,75,5.1,29.5
"2014_3","서초",11650531,"서울 강남구 강남역_2",2089877,3154,6649,87,41,150747356444,1080,5.1,29.5
"2014_3","서초",11650531,"교대역_4",869312,520,4800,86,49,32815655977,392,5.1,29.5
"2014_3","서초",11650520,"효령로72길",206397,1886,209,90,35,6296633000,105,5.1,29.5
"2014_3","서초",11650520,"양재역_3",870653,2028,3225,87,41,27627315192,513,5.1,29.5
"2014_3","서초",11650520,"뱅뱅사거리",712428,1569,10410,87,41,23853757416,401,5.1,29.5
"2014_3","서초",11650520,"서울 강남구 강남역_1",1084208,2413,136211,76,41,46657217039,646,5.1,29.5
"2014_3","서초",11650530,"남부순환로325길",692928,1676,7835,100,43,11927993540,148,5.1,29.5
"2014_3","성신여대",11290575,"동소문로13길",295088,1526,763,88,47,4052516246,87,6.4,41.6
"2014_3","성신여대",11290575,"동소문로15길",323657,670,63,90,49,4164662947,70,6.4,41.6
"2014_3","성신여대",11290575,"아리랑로4길",335975,2322,673,86,48,6614091400,197,6.4,41.6
"2014_3","성신여대",11290575,"서울 성북구 성신여대입구역",1077937,437,4894,93,44,47151165967,758,6.4,41.6
"2014_3","성신여대",11290575,"보문로32길",384772,1262,890,72,41,4212773377,120,6.4,41.6
"2014_3","성신여대",11290575,"동소문로26가길",294025,1356,262,88,41,4328060704,141,6.4,41.6
"2014_3","성신여대",11290600,"인촌로17가길",238398,1143,2881,95,59,2582327012,46,6.4,41.6
"2014_3","성신여대",11290600,"안암로5길",125122,1625,564,96,50,1592063084,35,6.4,41.6
"2014_3","성신여대",11290600,"서울 성북구 안암역",249923,255,64,89,44,10701989483,124,6.4,41.6
"2014_3","성신여대",11290600,"인촌로24길",338879,566,287,90,50,20670219848,271,6.4,41.6
"2014_3","성신여대",11290600,"개운사길",166028,826,2651,82,44,10695646955,143,6.4,41.6
"2014_3","성신여대",11290600,"인촌로5길",214649,1204,25,84,48,1917463133,51,6.4,41.6
"2014_3","수유",11305610,"수유로12길",195206,1010,230,86,38,3763620195,147,6.2,58.6
"2014_3","수유",11305610,"수유전통시장",219488,292,461,118,54,14043912057,304,6.2,58.6
"2014_3","수유",11305610,"삼양로77길",224869,1732,347,84,47,1630174754,51,6.2,58.6
"2014_3","수유",11305620,"우이시장",334640,706,151,87,50,3262850219,120,6.2,58.6
"2014_3","수유",11305620,"노해로33길",303729,974,27,112,44,432292636,40,6.2,58.6
"2014_3","수유",11305630,"한천로140길",250607,748,124,89,36,2885062228,141,6.2,58.6
"2014_3","수유",11305630,"서울 강북구 수유역_2",1220553,814,3838,84,44,46646920205,636,6.2,58.6
"2014_3","수유",11305630,"한천로139가길",184599,488,44,71,34,2037736735,68,6.2,58.6
"2014_3","수유",11305630,"서울 강북구 수유역_3",292178,203,50,103,46,12180832061,280,6.2,58.6
"2014_3","수유",11305630,"노해로17길",164959,1260,177,95,38,3890186565,150,6.2,58.6
"2014_3","수유",11305630,"강북종합시장",74619,316,50,92,52,4845617964,104,6.2,58.6
"2014_3","수유",11305630,"삼각산로28길",111808,1839,761,76,37,1592060211,91,6.2,58.6
"2014_3","수유",11305630,"수유중앙시장",8907,17,143,105,33,396979480,17,6.2,58.6
"2014_3","수유",11305630,"도봉로99길",130151,1240,163,78,34,1140925126,46,6.2,58.6
"2014_3","신촌",11410585,"서울 서대문구 신촌역",3754188,979,2694,91,48,124422219592,1919,8.3,60.2
"2014_3","신촌",11410585,"서울 서대문구 이대역",1092292,701,1239,96,42,44536235600,1237,8.3,60.2
"2014_3","영등포",11560515,"영신로9길",610359,2308,240,86,46,6345824800,110,11.9,33.8
"2014_3","영등포",11560515,"신길로60길",651132,2519,421,100,34,2743993652,87,11.9,33.8
"2014_3","영등포",11560515,"영등포로62길",455675,1319,2,90,46,1312252078,22,11.9,33.8
"2014_3","영등포",11560535,"서울 영등포구 영등포시장역",526954,561,360,130,50,7067601919,209,11.9,33.8
"2014_3","영등포",11560535,"국회대로56길",489493,1762,1656,123,50,5606397847,182,11.9,33.8
"2014_3","영등포",11560535,"영등포역_2",1330047,273,1036,104,53,30631159828,583,11.9,33.8
"2014_3","영등포",11560535,"영등포역_3",457332,404,867,108,46,4415789859,103,11.9,33.8
"2014_3","영등포",11560535,"영등포로35길",515998,871,60,109,41,10430502007,174,11.9,33.8
"2014_3","영등포",11560535,"영등포전통시장",2725604,890,4144,92,51,124569387513,1954,11.9,33.8
"2014_3","용산",11170520,"서울 용산구 숙대입구역",225276,260,4154,119,54,14207215262,215,12.3,23.8
"2014_3","용산",11170520,"소월로20길",442393,645,124,80,47,885830000,61,12.3,23.8
"2014_3","용산",11170530,"두텁바위로1길",226618,882,2374,114,51,3092109488,81,12.3,23.8
"2014_3","용산",11170530,"남영역",105684,0,14157,113,49,15144479199,232,12.3,23.8
"2014_3","용산",11170530,"한강대로104길",286608,807,4903,107,54,7539570428,167,12.3,23.8
"2014_3","용산",11170625,"서울 용산구 신용산역",458219,120,298,111,45,6291434459,133,12.3,23.8
"2014_3","용산",11170625,"한강대로52길",361726,238,5995,99,46,3458148147,68,12.3,23.8
"2014_3","용산",11170625,"한강대로7길",305289,150,384,100,55,1977351577,45,12.3,23.8
"2014_3","용산",11170625,"한강대로62길",417786,172,693,111,54,5827419130,141,12.3,23.8
"2014_3","용산",11170625,"한강대로43길",464798,806,4766,80,47,10677042863,202,12.3,23.8
"2014_3","용산",11170625,"용산 전자상가_2",56769,110,444,118,41,32310238590,497,12.3,23.8
"2014_3","용산",11170625,"한강대로15길",196806,104,1801,125,55,3905455930,67,12.3,23.8
"2014_3","용산",11170625,"용산 전자상가_1",67283,201,8984,102,51,145671428415,1316,12.3,23.8
"2014_3","용산",11170690,"녹사평대로11길",28486,491,259,111,42,2850520985,13,12.3,23.8
"2014_3","용산",11170690,"서빙고로71길",256817,1712,476,119,64,838724983,31,12.3,23.8
"2014_3","이태원",11170650,"용산구청",18378,33,79,52,58,2123568008,42,9.8,45.1
"2014_3","이태원",11170650,"이태원로27길",261744,173,477,111,54,19539450403,171,9.8,45.1
"2014_3","이태원",11170650,"이태원 관광특구",1892140,1680,5599,108,54,117418934939,1711,9.8,45.1
